order_id,user_id,product_id,order_date,quantity,total_amount
28994,63,21,12-02-2026,5,2499.95
29376,495,21,03-09-2025,5,2499.95
29411,134,21,19-02-2025,5,2499.95
29871,62,21,18-12-2025,5,2499.95
30189,55,21,08-03-2026,5,2499.95
30265,1,21,16-07-2025,5,2499.95
30562,180,21,03-04-2026,5,2499.95
30911,141,21,06-01-2026,5,2499.95
30964,3,21,24-12-2025,5,2499.95
31855,8,21,19-03-2026,5,2499.95
32135,1,21,21-09-2024,5,2499.95
32157,6,21,30-05-2026,5,2499.95
32440,26,21,03-06-2025,5,2499.95
33542,128,21,01-06-2026,5,2499.95
34194,3,21,15-03-2026,5,2499.95
34199,14,21,19-04-2025,5,2499.95
34661,63,21,03-04-2026,5,2499.95
35100,139,21,18-01-2026,5,2499.95
35139,275,21,11-07-2025,5,2499.95
35200,248,21,26-08-2025,5,2499.95
35210,9,21,31-01-2025,5,2499.95
35267,52,21,23-04-2026,5,2499.95
35395,155,21,24-07-2025,5,2499.95
35854,4,21,14-11-2025,5,2499.95
35989,120,21,04-07-2025,5,2499.95
36241,229,21,02-04-2026,5,2499.95
36903,99,21,28-10-2024,5,2499.95
37052,19,21,08-04-2026,5,2499.95
37121,64,21,25-09-2025,5,2499.95
37395,8,21,18-02-2026,5,2499.95
37544,5,21,13-03-2025,5,2499.95
37690,17,21,18-04-2026,5,2499.95
37995,426,21,02-06-2026,5,2499.95
38158,402,21,06-05-2026,5,2499.95
38909,1,21,01-12-2024,5,2499.95
39427,252,21,31-03-2026,5,2499.95
40667,62,21,31-03-2026,5,2499.95
41090,8,21,02-06-2026,5,2499.95
41205,75,21,13-10-2025,5,2499.95
41522,4,21,22-06-2025,5,2499.95
41590,287,21,04-04-2026,5,2499.95
41632,445,21,29-03-2026,5,2499.95
41658,8,21,01-06-2026,5,2499.95
41898,134,21,23-04-2026,5,2499.95
42045,95,21,24-02-2026,5,2499.95
42096,49,21,10-02-2025,5,2499.95
42509,28,21,28-03-2026,5,2499.95
43256,165,21,28-02-2026,5,2499.95
43400,12,21,16-11-2025,5,2499.95
43728,3,21,16-07-2025,5,2499.95
44105,303,21,27-05-2026,5,2499.95
44583,2,21,22-05-2026,5,2499.95
44942,217,21,14-02-2025,5,2499.95
45312,2,21,27-04-2026,5,2499.95
45797,3,21,13-05-2025,5,2499.95
45803,1,21,21-03-2026,5,2499.95
46388,2,21,10-02-2026,5,2499.95
46574,11,21,02-06-2026,5,2499.95
47134,12,21,11-02-2026,5,2499.95
47607,107,21,04-04-2026,5,2499.95
47790,287,21,26-05-2026,5,2499.95
48327,2,21,20-05-2026,5,2499.95
49747,20,21,25-03-2026,5,2499.95
49787,59,21,15-12-2025,5,2499.95
146,73,21,07-05-2026,4,1999.96
216,62,21,16-01-2026,4,1999.96
1017,45,21,06-05-2025,4,1999.96
1425,8,21,24-02-2026,4,1999.96
1445,3,21,25-05-2025,4,1999.96
1803,468,21,24-05-2025,4,1999.96
1857,317,21,28-01-2026,4,1999.96
2483,130,21,01-03-2026,4,1999.96
2913,2,21,29-04-2026,4,1999.96
2971,154,21,14-05-2026,4,1999.96
3025,13,21,22-09-2025,4,1999.96
3584,247,21,14-04-2026,4,1999.96
4059,396,21,17-03-2026,4,1999.96
4095,45,21,23-03-2025,4,1999.96
4236,187,21,06-03-2026,4,1999.96
4732,105,21,05-11-2024,4,1999.96
4988,182,21,08-10-2025,4,1999.96
5243,158,21,10-09-2024,4,1999.96
5534,226,21,26-05-2026,4,1999.96
5833,9,21,29-09-2025,4,1999.96
6098,12,21,12-09-2025,4,1999.96
6713,10,21,12-12-2025,4,1999.96
7061,26,21,27-05-2025,4,1999.96
7145,162,21,04-01-2026,4,1999.96
7574,488,21,26-03-2026,4,1999.96
7615,111,21,09-02-2026,4,1999.96
8113,422,21,23-04-2026,4,1999.96
8551,410,21,02-06-2025,4,1999.96
9248,6,21,12-05-2026,4,1999.96
10504,7,21,29-05-2025,4,1999.96
10948,25,21,19-08-2025,4,1999.96
11138,354,21,03-05-2025,4,1999.96
11269,4,21,26-05-2026,4,1999.96
11999,6,21,22-05-2026,4,1999.96
13140,108,21,21-02-2026,4,1999.96
13378,155,21,25-03-2025,4,1999.96
14583,287,21,11-04-2026,4,1999.96
15115,17,21,12-05-2026,4,1999.96
15589,112,21,14-12-2025,4,1999.96
16336,284,21,30-12-2024,4,1999.96
16350,181,21,05-06-2025,4,1999.96
16813,205,21,31-12-2025,4,1999.96
17028,322,21,17-11-2025,4,1999.96
17094,29,21,16-08-2025,4,1999.96
18202,366,21,21-06-2025,4,1999.96
18911,11,21,04-04-2026,4,1999.96
18967,3,21,24-03-2026,4,1999.96
19266,190,21,18-12-2025,4,1999.96
19286,4,21,22-06-2025,4,1999.96
19340,54,21,25-06-2024,4,1999.96
19580,87,21,11-09-2025,4,1999.96
20072,160,21,23-05-2026,4,1999.96
20233,134,21,08-02-2026,4,1999.96
20240,159,21,23-01-2026,4,1999.96
20824,391,21,23-10-2025,4,1999.96
21730,147,21,22-05-2026,4,1999.96
22287,4,21,30-07-2025,4,1999.96
22438,287,21,17-04-2026,4,1999.96
22473,19,21,30-03-2026,4,1999.96
22736,42,21,18-03-2026,4,1999.96
23945,228,21,04-08-2025,4,1999.96
24021,22,21,11-04-2026,4,1999.96
24186,3,21,30-12-2025,4,1999.96
25080,3,21,27-04-2025,4,1999.96
25093,105,21,17-08-2024,4,1999.96
25496,176,21,02-02-2026,4,1999.96
26148,182,21,16-03-2026,4,1999.96
26955,433,21,05-04-2026,4,1999.96
27355,103,21,11-05-2026,4,1999.96
27979,298,21,31-07-2025,4,1999.96
27982,5,21,27-01-2025,4,1999.96
28113,172,21,10-03-2026,4,1999.96
28238,2,21,20-04-2026,4,1999.96
28997,315,21,09-08-2025,4,1999.96
29996,154,21,05-05-2026,4,1999.96
30410,88,21,03-06-2026,4,1999.96
31300,123,21,11-10-2025,4,1999.96
31481,146,21,08-06-2025,4,1999.96
31609,339,21,27-04-2026,4,1999.96
31844,330,21,07-07-2025,4,1999.96
31900,232,21,19-09-2025,4,1999.96
32222,335,21,06-05-2026,4,1999.96
32773,397,21,05-12-2025,4,1999.96
32889,450,21,23-04-2026,4,1999.96
32893,10,21,09-02-2026,4,1999.96
32946,33,21,29-10-2025,4,1999.96
33217,148,21,16-01-2026,4,1999.96
33744,223,21,05-06-2026,4,1999.96
33751,274,21,11-09-2024,4,1999.96
34056,359,21,21-10-2025,4,1999.96
34582,21,21,04-09-2025,4,1999.96
35255,4,21,20-11-2024,4,1999.96
35287,38,21,09-05-2026,4,1999.96
35492,142,21,22-05-2026,4,1999.96
35494,185,21,22-12-2025,4,1999.96
35719,143,21,07-01-2026,4,1999.96
35939,309,21,19-03-2026,4,1999.96
36052,33,21,29-10-2025,4,1999.96
36365,38,21,30-05-2026,4,1999.96
36367,99,21,14-01-2025,4,1999.96
37402,129,21,09-05-2026,4,1999.96
38286,316,21,14-05-2026,4,1999.96
38705,154,21,19-04-2026,4,1999.96
39082,279,21,20-04-2026,4,1999.96
39180,228,21,31-05-2026,4,1999.96
39208,97,21,28-05-2025,4,1999.96
39351,170,21,04-03-2026,4,1999.96
39481,31,21,07-08-2025,4,1999.96
40785,35,21,23-05-2026,4,1999.96
41432,336,21,11-04-2026,4,1999.96
41865,4,21,16-10-2025,4,1999.96
42000,477,21,05-03-2026,4,1999.96
44566,319,21,13-09-2025,4,1999.96
44634,62,21,24-02-2026,4,1999.96
44664,248,21,29-10-2025,4,1999.96
44672,31,21,28-01-2026,4,1999.96
45004,266,21,15-08-2025,4,1999.96
45411,26,21,28-05-2025,4,1999.96
45711,26,21,16-12-2025,4,1999.96
45793,4,21,25-01-2026,4,1999.96
46748,31,21,30-10-2025,4,1999.96
47851,286,21,13-05-2026,4,1999.96
47942,4,21,31-10-2025,4,1999.96
48010,446,21,06-10-2024,4,1999.96
48380,98,21,03-04-2025,4,1999.96
48667,434,21,07-04-2026,4,1999.96
48879,15,21,11-08-2025,4,1999.96
49254,14,21,01-09-2024,4,1999.96
49652,224,21,05-06-2026,4,1999.96
49969,128,21,03-06-2026,4,1999.96
294,185,21,04-08-2025,3,1499.97
341,72,21,01-03-2026,3,1499.97
999,17,21,07-05-2026,3,1499.97
1093,342,21,17-02-2026,3,1499.97
1149,147,21,14-12-2025,3,1499.97
1221,69,21,10-02-2026,3,1499.97
1385,64,21,18-04-2025,3,1499.97
1958,21,21,10-04-2026,3,1499.97
2392,24,21,22-09-2025,3,1499.97
2784,53,21,12-03-2026,3,1499.97
2947,341,21,18-04-2026,3,1499.97
3106,5,21,18-02-2025,3,1499.97
3351,322,21,01-11-2025,3,1499.97
3495,270,21,06-01-2026,3,1499.97
3515,301,21,05-06-2026,3,1499.97
3617,379,21,16-09-2025,3,1499.97
3790,226,21,22-05-2026,3,1499.97
4551,494,21,10-01-2026,3,1499.97
4773,8,21,15-02-2026,3,1499.97
6808,4,21,28-07-2025,3,1499.97
7476,47,21,20-04-2026,3,1499.97
7874,1,21,24-03-2026,3,1499.97
8606,57,21,01-02-2026,3,1499.97
8684,161,21,01-04-2026,3,1499.97
8711,74,21,30-05-2026,3,1499.97
8850,156,21,18-05-2026,3,1499.97
9713,252,21,26-11-2024,3,1499.97
10256,10,21,13-05-2026,3,1499.97
10328,67,21,12-01-2026,3,1499.97
10906,268,21,20-02-2026,3,1499.97
11119,4,21,20-05-2026,3,1499.97
12321,256,21,10-05-2026,3,1499.97
12386,1,21,06-12-2024,3,1499.97
12777,183,21,24-05-2026,3,1499.97
13291,83,21,15-09-2025,3,1499.97
13771,96,21,14-02-2025,3,1499.97
13875,383,21,30-03-2026,3,1499.97
14521,367,21,23-03-2026,3,1499.97
14579,1,21,07-01-2026,3,1499.97
15422,51,21,28-03-2026,3,1499.97
15729,7,21,05-10-2024,3,1499.97
16211,254,21,07-02-2026,3,1499.97
16293,469,21,16-10-2025,3,1499.97
17074,438,21,12-01-2026,3,1499.97
17634,279,21,19-04-2026,3,1499.97
18603,275,21,28-07-2025,3,1499.97
19018,103,21,31-03-2026,3,1499.97
19458,3,21,20-05-2025,3,1499.97
19974,231,21,13-02-2025,3,1499.97
20006,25,21,21-03-2026,3,1499.97
20922,71,21,17-03-2026,3,1499.97
20940,36,21,22-05-2026,3,1499.97
21439,12,21,19-05-2025,3,1499.97
21828,50,21,16-02-2026,3,1499.97
22233,266,21,12-02-2026,3,1499.97
22530,186,21,17-04-2026,3,1499.97
23181,23,21,09-02-2026,3,1499.97
23358,20,21,13-11-2025,3,1499.97
23572,263,21,08-03-2026,3,1499.97
23957,45,21,27-03-2026,3,1499.97
24080,2,21,05-09-2025,3,1499.97
24116,231,21,07-12-2025,3,1499.97
24532,7,21,18-04-2026,3,1499.97
24669,10,21,21-01-2026,3,1499.97
24998,2,21,27-09-2025,3,1499.97
25071,61,21,07-05-2026,3,1499.97
25109,18,21,17-01-2026,3,1499.97
25804,356,21,22-02-2026,3,1499.97
25934,95,21,04-01-2026,3,1499.97
26037,66,21,03-10-2024,3,1499.97
26387,439,21,31-01-2025,3,1499.97
26815,167,21,21-02-2026,3,1499.97
27077,1,21,28-12-2025,3,1499.97
27289,157,21,19-07-2025,3,1499.97
27307,77,21,16-01-2026,3,1499.97
27661,278,21,11-11-2025,3,1499.97
28032,8,21,18-03-2026,3,1499.97
28370,26,21,11-03-2025,3,1499.97
29135,55,21,17-05-2025,3,1499.97
29837,197,21,16-07-2025,3,1499.97
29951,308,21,30-11-2025,3,1499.97
30404,123,21,17-07-2025,3,1499.97
30861,20,21,07-07-2025,3,1499.97
31875,164,21,15-12-2024,3,1499.97
33083,1,21,26-11-2024,3,1499.97
33178,269,21,26-11-2025,3,1499.97
33695,2,21,20-10-2025,3,1499.97
34109,282,21,01-03-2026,3,1499.97
34967,56,21,07-06-2025,3,1499.97
35045,14,21,08-01-2025,3,1499.97
35298,284,21,30-03-2025,3,1499.97
35573,324,21,24-12-2025,3,1499.97
35575,289,21,13-05-2026,3,1499.97
35970,1,21,26-06-2025,3,1499.97
35990,88,21,03-06-2026,3,1499.97
37790,184,21,24-09-2025,3,1499.97
38339,58,21,28-07-2025,3,1499.97
39140,65,21,17-07-2025,3,1499.97
39183,496,21,13-12-2025,3,1499.97
39411,4,21,23-01-2026,3,1499.97
39532,471,21,28-04-2026,3,1499.97
39628,394,21,27-08-2025,3,1499.97
39923,351,21,16-09-2025,3,1499.97
40349,119,21,21-01-2026,3,1499.97
40385,70,21,11-04-2026,3,1499.97
40616,137,21,06-05-2026,3,1499.97
40762,119,21,20-11-2025,3,1499.97
40847,399,21,26-12-2025,3,1499.97
40952,1,21,20-05-2025,3,1499.97
40975,9,21,19-02-2025,3,1499.97
41543,251,21,19-06-2025,3,1499.97
43337,314,21,21-04-2026,3,1499.97
43948,364,21,27-05-2026,3,1499.97
43979,37,21,17-03-2026,3,1499.97
44302,429,21,03-03-2026,3,1499.97
45289,13,21,27-09-2025,3,1499.97
45366,165,21,06-05-2026,3,1499.97
45586,26,21,14-03-2025,3,1499.97
46811,32,21,10-02-2026,3,1499.97
46870,6,21,08-05-2026,3,1499.97
47079,29,21,21-06-2025,3,1499.97
47584,364,21,10-03-2026,3,1499.97
48197,17,21,25-04-2026,3,1499.97
48679,80,21,04-08-2025,3,1499.97
48734,16,21,02-11-2025,3,1499.97
49441,1,21,27-01-2026,3,1499.97
27,3,1,08-02-2026,5,1499.95
44,102,1,12-08-2025,5,1499.95
169,119,1,02-02-2025,5,1499.95
236,89,1,26-05-2026,5,1499.95
261,366,1,19-10-2025,5,1499.95
348,443,1,15-09-2024,5,1499.95
356,198,1,19-05-2026,5,1499.95
394,228,1,20-10-2025,5,1499.95
434,50,1,01-06-2025,5,1499.95
441,39,1,21-12-2024,5,1499.95
555,98,1,09-07-2024,5,1499.95
559,2,1,07-09-2025,5,1499.95
560,26,1,26-11-2025,5,1499.95
669,68,1,05-11-2025,5,1499.95
706,7,1,11-01-2025,5,1499.95
711,67,1,05-05-2026,5,1499.95
724,72,1,20-03-2025,5,1499.95
726,43,1,06-05-2026,5,1499.95
795,248,1,12-09-2025,5,1499.95
860,20,1,19-02-2026,5,1499.95
893,3,1,20-04-2025,5,1499.95
897,66,1,04-04-2025,5,1499.95
933,391,1,12-11-2025,5,1499.95
1059,136,1,16-05-2026,5,1499.95
1115,130,1,20-04-2026,5,1499.95
1181,484,1,12-01-2025,5,1499.95
1184,1,1,27-10-2024,5,1499.95
1192,61,1,06-03-2026,5,1499.95
1219,65,1,30-09-2025,5,1499.95
1261,70,1,30-10-2025,5,1499.95
1262,6,1,15-05-2026,5,1499.95
1268,3,1,28-05-2026,5,1499.95
1344,208,1,28-02-2026,5,1499.95
1350,173,1,28-06-2025,5,1499.95
1356,103,1,25-03-2026,5,1499.95
1363,405,1,14-07-2025,5,1499.95
1454,259,1,27-02-2026,5,1499.95
1473,19,1,27-04-2026,5,1499.95
1485,227,1,09-08-2025,5,1499.95
1488,144,1,22-03-2025,5,1499.95
1523,1,1,19-05-2026,5,1499.95
1537,15,1,18-04-2026,5,1499.95
1574,228,1,05-08-2025,5,1499.95
1575,374,1,16-03-2026,5,1499.95
1593,48,1,25-02-2026,5,1499.95
1614,103,1,29-05-2026,5,1499.95
1629,302,1,07-08-2025,5,1499.95
1823,124,1,10-02-2026,5,1499.95
1853,258,1,22-04-2026,5,1499.95
1866,217,1,07-04-2026,5,1499.95
1893,66,1,28-04-2025,5,1499.95
1949,306,1,06-03-2026,5,1499.95
1962,111,1,21-08-2025,5,1499.95
1964,95,1,01-04-2026,5,1499.95
1993,3,1,25-02-2026,5,1499.95
2040,140,1,13-04-2026,5,1499.95
2107,346,1,17-03-2026,5,1499.95
2113,10,1,23-03-2026,5,1499.95
2143,428,1,29-04-2026,5,1499.95
2256,26,1,18-01-2026,5,1499.95
2292,115,1,01-09-2025,5,1499.95
2304,206,1,11-12-2025,5,1499.95
2361,77,1,23-01-2026,5,1499.95
2372,75,1,26-09-2025,5,1499.95
2385,273,1,27-04-2026,5,1499.95
2487,74,1,15-05-2026,5,1499.95
2521,72,1,19-06-2025,5,1499.95
2541,142,1,18-05-2026,5,1499.95
2542,297,1,21-05-2026,5,1499.95
2550,119,1,14-05-2025,5,1499.95
2607,328,1,26-10-2025,5,1499.95
2616,4,1,18-12-2025,5,1499.95
2626,220,1,06-03-2026,5,1499.95
2654,322,1,22-04-2025,5,1499.95
2689,485,1,24-11-2025,5,1499.95
2712,50,1,04-09-2025,5,1499.95
2726,16,1,29-01-2026,5,1499.95
2732,228,1,10-02-2026,5,1499.95
2733,23,1,16-05-2026,5,1499.95
2765,61,1,01-06-2026,5,1499.95
2769,219,1,15-08-2025,5,1499.95
2782,80,1,09-02-2026,5,1499.95
2783,210,1,16-11-2024,5,1499.95
2793,410,1,25-02-2026,5,1499.95
2847,145,1,12-01-2026,5,1499.95
2853,46,1,13-10-2025,5,1499.95
2903,161,1,07-01-2026,5,1499.95
2980,281,1,04-11-2025,5,1499.95
3020,13,1,01-12-2025,5,1499.95
3031,115,1,09-12-2025,5,1499.95
3048,162,1,11-02-2026,5,1499.95
3135,330,1,15-12-2025,5,1499.95
3180,12,1,28-05-2025,5,1499.95
3218,103,1,30-05-2026,5,1499.95
3296,18,1,05-07-2025,5,1499.95
3301,292,1,06-11-2024,5,1499.95
3313,58,1,10-09-2025,5,1499.95
3326,243,1,01-02-2026,5,1499.95
3333,29,1,09-05-2026,5,1499.95
3356,14,1,03-05-2026,5,1499.95
3397,4,1,13-04-2025,5,1499.95
3404,467,1,09-10-2024,5,1499.95
3409,4,1,23-12-2025,5,1499.95
3480,496,1,20-04-2026,5,1499.95
3730,299,1,01-06-2026,5,1499.95
3749,283,1,28-01-2025,5,1499.95
3781,84,1,04-06-2026,5,1499.95
3830,447,1,23-05-2026,5,1499.95
3872,24,1,05-12-2025,5,1499.95
3886,54,1,05-05-2026,5,1499.95
3930,240,1,15-05-2026,5,1499.95
3932,109,1,10-12-2025,5,1499.95
3945,272,1,11-04-2026,5,1499.95
3946,353,1,29-03-2026,5,1499.95
3965,169,1,22-03-2026,5,1499.95
4083,7,1,31-05-2025,5,1499.95
4111,105,1,03-11-2024,5,1499.95
4220,152,1,31-01-2026,5,1499.95
4253,101,1,29-09-2025,5,1499.95
4256,131,1,31-01-2026,5,1499.95
4296,110,1,11-05-2026,5,1499.95
4345,62,1,12-01-2026,5,1499.95
4454,300,1,13-11-2025,5,1499.95
4487,3,1,21-05-2026,5,1499.95
4492,151,1,03-09-2025,5,1499.95
4558,29,1,28-09-2025,5,1499.95
4559,480,1,17-12-2025,5,1499.95
4591,392,1,16-12-2025,5,1499.95
4600,92,1,16-02-2026,5,1499.95
4602,18,1,07-04-2026,5,1499.95
4607,20,1,27-11-2025,5,1499.95
4612,158,1,10-10-2025,5,1499.95
4837,15,1,14-04-2026,5,1499.95
4838,344,1,01-11-2025,5,1499.95
4867,331,1,26-03-2026,5,1499.95
4873,381,1,16-06-2025,5,1499.95
4875,1,1,13-03-2025,5,1499.95
4886,199,1,28-04-2026,5,1499.95
4941,39,1,13-04-2025,5,1499.95
4992,160,1,29-05-2026,5,1499.95
5084,72,1,10-03-2026,5,1499.95
5119,13,1,15-05-2026,5,1499.95
5188,2,1,13-04-2026,5,1499.95
5197,48,1,24-09-2024,5,1499.95
5235,57,1,07-05-2026,5,1499.95
5247,426,1,01-05-2026,5,1499.95
5258,38,1,18-05-2026,5,1499.95
5263,109,1,17-05-2026,5,1499.95
5264,119,1,14-08-2025,5,1499.95
5309,193,1,13-04-2026,5,1499.95
5340,472,1,26-01-2026,5,1499.95
5353,1,1,04-01-2026,5,1499.95
5370,42,1,13-01-2026,5,1499.95
5483,425,1,16-03-2025,5,1499.95
5526,182,1,14-11-2025,5,1499.95
5591,362,1,03-04-2025,5,1499.95
5594,235,1,20-04-2025,5,1499.95
5597,24,1,03-06-2026,5,1499.95
5603,408,1,03-11-2025,5,1499.95
5656,328,1,30-10-2024,5,1499.95
5667,124,1,14-05-2026,5,1499.95
5695,76,1,05-06-2026,5,1499.95
5702,204,1,02-01-2026,5,1499.95
5746,438,1,19-05-2026,5,1499.95
5782,139,1,30-12-2024,5,1499.95
5805,353,1,08-01-2026,5,1499.95
5819,8,1,05-04-2026,5,1499.95
5831,15,1,11-12-2025,5,1499.95
5848,172,1,26-02-2026,5,1499.95
5849,475,1,30-12-2025,5,1499.95
5899,397,1,23-05-2026,5,1499.95
5909,210,1,14-05-2026,5,1499.95
6026,125,1,03-06-2026,5,1499.95
6037,8,1,16-02-2026,5,1499.95
6059,19,1,20-04-2026,5,1499.95
6067,340,1,27-11-2025,5,1499.95
6088,38,1,10-05-2026,5,1499.95
6113,1,1,26-10-2025,5,1499.95
6122,47,1,17-05-2026,5,1499.95
6148,62,1,03-01-2026,5,1499.95
6241,39,1,01-02-2025,5,1499.95
6269,1,1,05-10-2024,5,1499.95
6297,266,1,06-10-2025,5,1499.95
6310,331,1,16-02-2026,5,1499.95
6326,104,1,19-03-2026,5,1499.95
6333,2,1,04-09-2025,5,1499.95
6380,267,1,17-05-2026,5,1499.95
6408,363,1,12-04-2026,5,1499.95
6455,29,1,13-05-2025,5,1499.95
6521,97,1,29-03-2025,5,1499.95
6586,12,1,21-09-2025,5,1499.95
6645,15,1,12-04-2026,5,1499.95
6659,364,1,01-07-2025,5,1499.95
6831,57,1,06-01-2026,5,1499.95
6855,334,1,05-06-2026,5,1499.95
6870,2,1,20-08-2025,5,1499.95
6998,270,1,30-05-2025,5,1499.95
7010,166,1,02-04-2026,5,1499.95
7045,9,1,29-01-2026,5,1499.95
7077,132,1,12-05-2026,5,1499.95
7139,4,1,07-02-2026,5,1499.95
7158,148,1,16-10-2025,5,1499.95
7189,17,1,30-05-2026,5,1499.95
7192,162,1,04-02-2026,5,1499.95
7199,13,1,20-11-2025,5,1499.95
7205,113,1,21-11-2025,5,1499.95
7206,134,1,27-03-2025,5,1499.95
7241,15,1,08-04-2026,5,1499.95
7260,243,1,06-03-2025,5,1499.95
7338,158,1,07-09-2024,5,1499.95
7352,475,1,04-09-2025,5,1499.95
7366,45,1,04-10-2025,5,1499.95
7449,325,1,19-04-2026,5,1499.95
7530,47,1,07-05-2026,5,1499.95
7539,14,1,02-02-2025,5,1499.95
7550,67,1,14-03-2026,5,1499.95
7583,12,1,10-06-2025,5,1499.95
7651,66,1,14-05-2025,5,1499.95
7691,80,1,20-02-2026,5,1499.95
7701,143,1,06-05-2026,5,1499.95
7741,298,1,22-11-2025,5,1499.95
7753,135,1,29-03-2026,5,1499.95
7772,2,1,28-10-2025,5,1499.95
7819,1,1,21-08-2025,5,1499.95
7885,28,1,03-03-2026,5,1499.95
7970,6,1,27-05-2026,5,1499.95
8003,373,1,09-04-2026,5,1499.95
8065,74,1,11-05-2026,5,1499.95
8068,42,1,30-12-2025,5,1499.95
8120,6,1,09-05-2026,5,1499.95
8135,130,1,12-03-2026,5,1499.95
8145,11,1,24-01-2025,5,1499.95
8157,16,1,04-10-2025,5,1499.95
8187,68,1,18-01-2026,5,1499.95
8233,2,1,06-02-2026,5,1499.95
8291,29,1,07-01-2026,5,1499.95
8304,294,1,27-10-2025,5,1499.95
8305,5,1,01-08-2025,5,1499.95
8368,36,1,26-05-2026,5,1499.95
8513,446,1,11-03-2025,5,1499.95
8528,33,1,10-10-2025,5,1499.95
8618,15,1,11-03-2026,5,1499.95
8636,8,1,17-05-2026,5,1499.95
8645,227,1,20-12-2025,5,1499.95
8664,274,1,26-10-2025,5,1499.95
8723,5,1,14-05-2026,5,1499.95
8781,197,1,21-12-2025,5,1499.95
8782,3,1,06-03-2025,5,1499.95
8861,4,1,05-10-2024,5,1499.95
8870,162,1,14-03-2026,5,1499.95
8934,1,1,04-03-2026,5,1499.95
8981,12,1,12-07-2025,5,1499.95
9017,13,1,08-11-2025,5,1499.95
9084,10,1,16-09-2025,5,1499.95
9128,41,1,09-04-2026,5,1499.95
9131,59,1,12-01-2025,5,1499.95
9134,155,1,20-05-2025,5,1499.95
9153,207,1,24-03-2026,5,1499.95
9253,470,1,16-05-2026,5,1499.95
9306,429,1,05-05-2026,5,1499.95
9314,13,1,24-10-2025,5,1499.95
9411,414,1,06-02-2026,5,1499.95
9429,82,1,09-03-2026,5,1499.95
9480,24,1,09-10-2025,5,1499.95
9482,70,1,08-05-2026,5,1499.95
9539,67,1,30-12-2025,5,1499.95
